"SITE_NO","RSQA_STUDY","RSQA_STUDY_DESC","STATION_NM","LAT_VA","LONG_VA","DEC_LAT_VA","DEC_LONG_VA","COORD_METH_DESC","COORD_ACY_DESC","COORD_DATUM_CD","COUNTY_NM","STATE_NM","STATE_ABBREV"
"01209901       ","NESQA","Northeast Stream-Quality Assessment","RIPPOWAM RIVER AT STAMFORD, CT."," 410358.00 "," 0733257.38 ","41.0661111111111","-73.5492722222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Fairfield County","Connecticut","CT"
"01199050       ","NESQA","Northeast Stream-Quality Assessment","SALMON CREEK AT LIME ROCK, CT"," 415632    "," 0732329    ","41.9423154799212","-73.3909532097261","Interpolated from map","Unknown","NAD27     ","Litchfield County","Connecticut","CT"
"01349150       ","NESQA","Northeast Stream-Quality Assessment","CANAJOHARIE CREEK NEAR CANAJOHARIE NY"," 425234.6  "," 0743610.3  ","42.8762777777778","-74.6028611111111","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Montgomery County","New York","NY"
"425540074384801","NESQA","Northeast Stream-Quality Assessment","OTSQUAGO CREEK NEAR FORT PLAIN NY"," 425539.75 "," 0743848.11 ","42.9277083333333","-74.6466972222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Montgomery County","New York","NY"
"01513550       ","NESQA","Northeast Stream-Quality Assessment","Choconut Creek near Choconut, PA"," 415746    "," 0760005    ","41.9627777777778","-76.0013888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Susquehanna County","Pennsylvania","PA"
"01531250       ","NESQA","Northeast Stream-Quality Assessment","NB Sugar Creek Trib near Columbia Cross Roads, PA"," 415025    "," 0764938    ","41.8403521485555","-76.8269019159518","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Bradford County","Pennsylvania","PA"
"01359135       ","NESQA","Northeast Stream-Quality Assessment","PATROON CREEK AT ALBANY NY"," 423948.4  "," 0734441.5  ","42.6634444444444","-73.7448611111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Albany County","New York","NY"
"411844074085601","NESQA","Northeast Stream-Quality Assessment","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY"," 411843.99 "," 0740856.04 ","41.3122194444444","-74.1489","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Orange County","New York","NY"
"424059073322501","NESQA","Northeast Stream-Quality Assessment","POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY"," 424059.56 "," 0733225.80 ","42.6832111111111","-73.5405","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Rensselaer County","New York","NY"
"412715074030101","NESQA","Northeast Stream-Quality Assessment","SILVER STREAM AT VAILS GATE NY"," 412715.98 "," 0740301.01 ","41.4544388888889","-74.0502805555556","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Orange County","New York","NY"
"422223074400201","NESQA","Northeast Stream-Quality Assessment","WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART"," 422223.13 "," 0744002.37 ","42.3730916666667","-74.667325","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Delaware County","New York","NY"
"424143073382901","NESQA","Northeast Stream-Quality Assessment","WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY"," 424143.87 "," 0733829.19 ","42.6955194444444","-73.6414416666667","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Rensselaer County","New York","NY"
"04232050       ","NESQA","Northeast Stream-Quality Assessment","ALLEN CREEK NEAR ROCHESTER NY"," 430740.9  "," 0773137.2  ","43.1280277777778","-77.527","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Monroe County","New York","NY"
"01513725       ","NESQA","Northeast Stream-Quality Assessment","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY"," 421255.7  "," 0760221.9  ","42.2154722222222","-76.0394166666667","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Broome County","New York","NY"
"420103076540701","NESQA","Northeast Stream-Quality Assessment","MUDLICK CREEK AT SEELEY CREEK NY"," 420103.48 "," 0765407.68 ","42.0176333333333","-76.9021333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Chemung County","New York","NY"
"430629077274701","NESQA","Northeast Stream-Quality Assessment","THOMAS CREEK AT EAST ROCHESTER NY"," 430629.45 "," 0772747.88 ","43.1081805555556","-77.4633","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Monroe County","New York","NY"
"413453076041101","NESQA","Northeast Stream-Quality Assessment","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA"," 413453.54 "," 0760411.28 ","41.5815388888889","-76.0698","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Wyoming County","Pennsylvania","PA"
"415929076544401","NESQA","Northeast Stream-Quality Assessment","HAMMOND CREEK NEAR WELLS PA"," 415946.63 "," 0765426.72 ","41.9962861111111","-76.9074222222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Bradford County","Pennsylvania","PA"
"413735076162701","NESQA","Northeast Stream-Quality Assessment","SUGAR RUN NEAR WILMOT PA"," 413735.17 "," 0761627.68 ","41.6264361111111","-76.2743555555556","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Bradford County","Pennsylvania","PA"
"01374890       ","NESQA","Northeast Stream-Quality Assessment","CROSS RIVER NEAR CROSS RIVER NY"," 411536.8  "," 0733606.7  ","41.2602222222222","-73.6018611111111","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"405242073521001","NESQA","Northeast Stream-Quality Assessment","BRONX RIVER AT WOODLAWN CEMETERY AT BRONX NY"," 405242.75 "," 0735209.65 ","40.8785416666667","-73.8693472222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Bronx County","New York","NY"
"405409073485501","NESQA","Northeast Stream-Quality Assessment","HUTCHINSON RIVER AT COLONIAL AVE AT PELHAM NY"," 405409.61 "," 0734855.05 ","40.9026694444444","-73.8152916666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"01374960       ","NESQA","Northeast Stream-Quality Assessment","HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY"," 411704    "," 0734628    ","41.2845384649934","-73.7740222959992","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Westchester County","New York","NY"
"405708073440301","NESQA","Northeast Stream-Quality Assessment","MAMARONECK RIVER AT WARD AVE AT MAMARONECK NY"," 405708.47 "," 0734403.57 ","40.9523527777778","-73.734325","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"01374930       ","NESQA","Northeast Stream-Quality Assessment","MUSCOOT RIVER AT BALDWIN PLACE NY"," 412017.3  "," 0734607.3  ","41.3381388888889","-73.7686944444444","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"422644076300001","NESQA","Northeast Stream-Quality Assessment","CASCADILLA CREEK AT ITHACA NY"," 422644.99 "," 0763000.97 ","42.4458305555556","-76.5002694444444","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Tompkins County","New York","NY"
"430557075181801","NESQA","Northeast Stream-Quality Assessment","MUD CREEK AT NEW YORK MILLS NY"," 430556.91 "," 0751817.14 ","43.0991416666667","-75.3047611111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Oneida County","New York","NY"
"424633075300701","NESQA","Northeast Stream-Quality Assessment","SANGERFIELD RIVER AT POOLVILLE NY"," 424633.46 "," 0753007.92 ","42.7759611111111","-75.5022","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Madison County","New York","NY"
"424643073472901","NESQA","Northeast Stream-Quality Assessment","SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY"," 424643.30 "," 0734729.43 ","42.7786944444444","-73.7915083333333","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Albany County","New York","NY"
"423533076062101","NESQA","Northeast Stream-Quality Assessment","TROUT BROOK AT CORTLANDVILLE NY"," 423533.99 "," 0760621.20 ","42.592775","-76.1058888888889","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Cortland County","New York","NY"
"414904073575201","NESQA","Northeast Stream-Quality Assessment","BLACK CREEK ABOVE RT 9W BRIDGE AT ESOPUS NY"," 414904.98 "," 0735752.02 ","41.81805","-73.96445","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Ulster County","New York","NY"
"425358073462301","NESQA","Northeast Stream-Quality Assessment","DWAAS KILL SOUTH OF USHERS NY"," 425359.85 "," 0734623.44 ","42.8999583333333","-73.7731777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Saratoga County","New York","NY"
"04240253       ","NESQA","Northeast Stream-Quality Assessment","GEDDES BROOK AT FAIRMOUNT NY"," 430326    "," 0761403    ","43.0572887652137","-76.2338159957609","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Onondaga County","New York","NY"
"04240105       ","NESQA","Northeast Stream-Quality Assessment","HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY"," 430322    "," 0761106    ","43.0561111111111","-76.185","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Onondaga County","New York","NY"
"430524076084201","NESQA","Northeast Stream-Quality Assessment","LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY"," 430524.30 "," 0760842.50 ","43.0900833333333","-76.1451388888889","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Onondaga County","New York","NY"
"413020074022001","NESQA","Northeast Stream-Quality Assessment","GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY"," 413020.45 "," 0740220.53 ","41.5056805555556","-74.0390361111111","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Orange County","New York","NY"
"01362497       ","NESQA","Northeast Stream-Quality Assessment","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY"," 420110    "," 0741559    ","42.0194444444444","-74.2663888888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Ulster County","New York","NY"
"04233300       ","NESQA","Northeast Stream-Quality Assessment","SIXMILE CREEK AT BETHEL GROVE NY"," 422411    "," 0762606    ","42.4030555555556","-76.435","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Tompkins County","New York","NY"
"420722075565001","NESQA","Northeast Stream-Quality Assessment","LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY"," 420722.14 "," 0755650.29 ","42.1228166666667","-75.9473027777778","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Broome County","New York","NY"
"411959073522901","NESQA","Northeast Stream-Quality Assessment","PEEKSKILL HOLLOW CREEK AT LAKE PEEKSKILL NY"," 411959.02 "," 0735229.03 ","41.3330611111111","-73.8747305555555","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Putnam County","New York","NY"
"01342730       ","NESQA","Northeast Stream-Quality Assessment","STEELE CREEK AT ILION NY"," 430023.7  "," 0750230.0  ","43.0065833333333","-75.0416666666667","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Herkimer County","New York","NY"
"430056078044801","NESQA","Northeast Stream-Quality Assessment","BLACK CREEK AT MORGANVILLE NY"," 430056.05 "," 0780448.72 ","43.0155694444444","-78.0802","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Genesee County","New York","NY"
"413758073552401","NESQA","Northeast Stream-Quality Assessment","CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY"," 413758.67 "," 0735524.95 ","41.6329638888889","-73.9235972222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Dutchess County","New York","NY"
"04245840       ","NESQA","Northeast Stream-Quality Assessment","SCRIBA CREEK NEAR CONSTANTIA NY"," 431535    "," 0760010    ","43.2597222222222","-76.0027777777778","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Oswego County","New York","NY"
